LoanDuration,LoanPurpose,LoanAmount,InstallmentPercent,AcceptedPercent,Accepted,AmountGranted,transaction_id,timestamp
19,furniture,2685,3,0.8811468810263109,1,2685,0-15-1849,2019-08-22T13:53:00.920046Z
19,car_new,250,3,0.7308697619148481,1,250,0-15-1850,2019-07-06T11:59:00.920046Z
19,car_new,250,3,0.7308697619148481,1,250,0-15-1850,2019-07-23T11:27:00.920046Z
28,appliances,7988,4,0.311222118157733,0,0,0-15-1851,2019-08-31T09:40:00.920046Z
28,appliances,9985,4,0.311222118157733,0,0,0-15-1851,2019-07-13T08:37:00.920046Z
15,furniture,250,2,0.9125338411341529,1,250,0-15-1852,2019-07-28T10:56:00.920046Z
15,furniture,250,2,0.9125338411341529,1,250,0-15-1852,2019-08-02T08:03:00.920046Z
38,radio_tv,3005,3,0.31485448765986496,0,0,0-15-1853,2019-08-09T14:19:00.920046Z
38,radio_tv,3005,3,0.31485448765986496,0,0,0-15-1853,2019-07-22T14:21:00.920046Z
30,car_used,5525,3,0.5864718575571963,1,4420,0-15-1854,2019-08-19T11:34:00.920046Z
30,car_used,5525,3,0.5864718575571963,1,4420,0-15-1854,2019-08-18T09:37:00.920046Z
27,appliances,4384,4,0.6552670989079297,1,4384,0-15-1855,2019-08-23T11:19:00.920046Z
27,appliances,4384,4,0.6552670989079297,1,4384,0-15-1855,2019-08-04T14:43:00.920046Z
39,repairs,6448,5,0.1621498111052183,0,0,0-15-1856,2019-08-22T14:10:00.920046Z
39,repairs,6448,5,0.1621498111052183,0,0,0-15-1856,2019-08-06T14:23:00.920046Z
17,radio_tv,2259,2,0.7722871433749561,1,1807,0-15-1857,2019-07-16T10:37:00.920046Z
17,radio_tv,2259,2,0.7722871433749561,1,1807,0-15-1857,2019-08-19T08:21:00.920046Z
15,furniture,2264,3,0.808422604768347,1,2264,0-15-1858,2019-08-01T08:11:00.920046Z
15,furniture,2264,3,0.808422604768347,1,2264,0-15-1858,2019-08-29T13:03:00.920046Z
11,furniture,2077,3,0.9187931390727211,1,2077,0-15-1859,2019-07-06T09:10:00.920046Z
11,furniture,2077,3,0.9187931390727211,1,2077,0-15-1859,2019-08-01T14:47:00.920046Z
4,furniture,250,2,0.9784102040523232,1,250,0-15-1860,2019-07-21T11:06:00.920046Z
4,furniture,313,2,0.9784102040523232,1,250,0-15-1860,2019-08-19T11:15:00.920046Z
4,car_new,313,1,0.9800331274776278,1,250,0-15-1861,2019-07-15T14:08:00.920046Z
4,car_new,313,1,0.9800331274776278,1,250,0-15-1861,2019-08-18T08:58:00.920046Z
31,appliances,3836,3,0.6629959282751278,1,3836,0-15-1862,2019-07-10T12:18:00.920046Z
31,appliances,3836,3,0.6629959282751278,1,3836,0-15-1862,2019-08-28T08:26:00.920046Z
26,radio_tv,4449,3,0.591834116705352,1,4449,0-15-1863,2019-08-24T14:54:00.920046Z
26,radio_tv,5561,3,0.591834116705352,1,4449,0-15-1863,2019-07-17T12:52:00.920046Z
34,appliances,8200,4,0.07029391105036108,0,0,0-15-1864,2019-08-25T14:03:00.920046Z
34,appliances,8200,4,0.07029391105036108,0,0,0-15-1864,2019-07-24T12:12:00.920046Z
17,car_new,3863,2,0.8031943113310615,1,3863,0-15-1865,2019-07-09T12:51:00.920046Z
17,car_new,3863,2,0.8031943113310615,1,3863,0-15-1865,2019-08-20T12:36:00.920046Z
4,car_new,250,3,0.896297136142579,1,250,0-15-1866,2019-08-31T13:26:00.920046Z
4,car_new,250,3,0.896297136142579,1,250,0-15-1866,2019-08-24T12:54:00.920046Z
32,car_used,3706,4,0.6599015520242961,1,3706,0-15-1867,2019-08-01T12:21:00.920046Z
32,car_used,3706,4,0.6599015520242961,1,3706,0-15-1867,2019-07-29T09:31:00.920046Z
8,furniture,250,3,0.793602320981093,1,250,0-15-1868,2019-07-25T09:01:00.920046Z
8,furniture,250,3,0.793602320981093,1,250,0-15-1868,2019-08-31T12:00:00.920046Z
8,car_new,2040,3,0.87064742124101,1,2040,0-15-1869,2019-08-02T10:30:00.920046Z
8,car_new,2040,3,0.87064742124101,1,2040,0-15-1869,2019-08-22T09:57:00.920046Z
28,radio_tv,7546,4,0.3948724462164854,0,0,0-15-1870,2019-07-31T12:52:00.920046Z
28,radio_tv,9433,4,0.3948724462164854,0,0,0-15-1870,2019-08-15T11:52:00.920046Z
36,appliances,9591,4,0.5405323649904901,1,7673,0-15-1871,2019-07-16T08:24:00.920046Z
36,appliances,9591,4,0.5405323649904901,1,7673,0-15-1871,2019-08-18T11:09:00.920046Z
30,furniture,2975,2,0.6637841498091035,1,2975,0-15-1872,2019-07-01T11:16:00.920046Z
30,furniture,2975,2,0.6637841498091035,1,2975,0-15-1872,2019-08-05T08:39:00.920046Z
41,vacation,5909,4,0.6032514413044543,1,5909,0-15-1873,2019-07-09T11:28:00.920046Z
41,vacation,5909,4,0.6032514413044543,1,5909,0-15-1873,2019-07-09T09:36:00.920046Z
8,furniture,3905,3,0.8939218706735268,1,3905,0-15-1874,2019-07-31T14:56:00.920046Z
8,furniture,3905,3,0.8939218706735268,1,3905,0-15-1874,2019-08-12T08:30:00.920046Z
30,radio_tv,4673,3,0.5528957887490501,1,3738,0-15-1875,2019-07-17T11:39:00.920046Z
30,radio_tv,3738,3,0.5528957887490501,1,3738,0-15-1875,2019-07-21T08:35:00.920046Z
19,car_new,313,3,0.7308697619148481,1,250,0-15-1876,2019-07-19T12:39:00.920046Z
19,car_new,250,3,0.7308697619148481,1,250,0-15-1876,2019-07-23T08:31:00.920046Z
13,furniture,3728,3,0.8811206827720579,1,3728,0-15-1877,2019-07-01T12:59:00.920046Z
13,furniture,3728,3,0.8811206827720579,1,3728,0-15-1877,2019-07-10T12:32:00.920046Z
31,radio_tv,5321,4,0.3147144718098206,0,0,0-15-1878,2019-08-10T12:49:00.920046Z
31,radio_tv,5321,4,0.3147144718098206,0,0,0-15-1878,2019-07-31T11:28:00.920046Z
4,car_new,250,1,0.9832589339292408,1,250,0-15-1879,2019-08-06T12:39:00.920046Z
4,car_new,250,1,0.9832589339292408,1,250,0-15-1879,2019-07-23T09:07:00.920046Z
21,car_used,5912,4,0.4285462091340516,0,0,0-15-1880,2019-08-21T13:25:00.920046Z
21,car_used,5912,4,0.4285462091340516,0,0,0-15-1880,2019-07-04T10:54:00.920046Z
30,car_used,6933,3,0.6953007912445741,1,5546,0-15-1881,2019-08-18T12:16:00.920046Z
30,car_used,5546,3,0.6953007912445741,1,5546,0-15-1881,2019-08-07T12:01:00.920046Z
13,radio_tv,3066,3,0.7410082643855551,1,2453,0-15-1882,2019-07-19T09:56:00.920046Z
13,radio_tv,3066,3,0.7410082643855551,1,2453,0-15-1882,2019-08-14T08:55:00.920046Z
35,other,9096,5,0.2613194199574197,0,0,0-15-1883,2019-07-02T13:38:00.920046Z
35,other,11370,5,0.2613194199574197,0,0,0-15-1883,2019-07-13T09:31:00.920046Z
11,furniture,833,1,0.9250564573218935,1,833,0-15-1884,2019-07-01T12:20:00.920046Z
11,furniture,833,1,0.9250564573218935,1,833,0-15-1884,2019-07-20T13:46:00.920046Z
16,radio_tv,3292,3,0.6870879816246921,1,3292,0-15-1885,2019-07-01T11:53:00.920046Z
16,radio_tv,4115,3,0.6870879816246921,1,3292,0-15-1885,2019-08-16T10:28:00.920046Z
18,appliances,4534,4,0.6513824909309389,1,4534,0-15-1886,2019-07-09T12:33:00.920046Z
18,appliances,4534,4,0.6513824909309389,1,4534,0-15-1886,2019-07-12T14:02:00.920046Z
37,vacation,7400,5,0.28273014285358833,0,0,0-15-1887,2019-08-05T14:11:00.920046Z
37,vacation,7400,5,0.28273014285358833,0,0,0-15-1887,2019-08-04T08:10:00.920046Z
33,appliances,5865,5,0.09723969194639771,0,0,0-15-1888,2019-07-26T13:56:00.920046Z
33,appliances,5865,5,0.09723969194639771,0,0,0-15-1888,2019-07-04T13:35:00.920046Z
4,car_new,3543,2,0.8427904169292738,1,3543,0-15-1889,2019-07-22T12:06:00.920046Z
4,car_new,3543,2,0.8427904169292738,1,3543,0-15-1889,2019-07-07T11:29:00.920046Z
16,furniture,4722,3,0.6450498643961383,1,4722,0-15-1890,2019-07-20T14:21:00.920046Z
16,furniture,4722,3,0.6450498643961383,1,4722,0-15-1890,2019-08-08T14:45:00.920046Z
22,radio_tv,4994,4,0.6898922373980658,1,3995,0-15-1891,2019-08-18T13:41:00.920046Z
22,radio_tv,3995,4,0.6898922373980658,1,3995,0-15-1891,2019-07-04T14:58:00.920046Z
45,education,6422,5,0.07251613327258331,0,0,0-15-1892,2019-07-03T10:32:00.920046Z
45,education,6422,5,0.07251613327258331,0,0,0-15-1892,2019-07-03T11:25:00.920046Z
4,furniture,250,1,0.9784102040523232,1,250,0-15-1893,2019-08-21T10:20:00.920046Z
4,furniture,250,1,0.9784102040523232,1,250,0-15-1893,2019-08-25T10:26:00.920046Z
49,radio_tv,6621,4,0.24787514914680142,0,0,0-15-1894,2019-07-11T08:01:00.920046Z
49,radio_tv,6621,4,0.24787514914680142,0,0,0-15-1894,2019-07-04T08:28:00.920046Z
4,car_new,250,2,0.9832589339292408,1,250,0-15-1895,2019-07-03T12:19:00.920046Z
4,car_new,313,2,0.9832589339292408,1,250,0-15-1895,2019-07-13T10:36:00.920046Z
26,car_used,3778,3,0.6735719431652984,1,3778,0-15-1896,2019-08-29T13:54:00.920046Z
26,car_used,4723,3,0.6735719431652984,1,3778,0-15-1896,2019-08-13T13:27:00.920046Z
16,furniture,5172,3,0.7475929080448521,1,5172,0-15-1897,2019-08-02T08:17:00.920046Z
16,furniture,5172,3,0.7475929080448521,1,5172,0-15-1897,2019-07-12T08:15:00.920046Z
20,furniture,4293,2,0.7460015423877688,1,4293,0-15-1898,2019-08-28T10:07:00.920046Z
20,furniture,4293,2,0.7460015423877688,1,4293,0-15-1898,2019-07-27T09:44:00.920046Z
18,radio_tv,2350,2,0.6569706126350014,1,1880,0-15-1899,2019-08-16T10:58:00.920046Z
18,radio_tv,1880,2,0.6569706126350014,1,1880,0-15-1899,2019-07-21T12:42:00.920046Z
20,radio_tv,3518,2,0.8437972904568308,1,3518,0-15-1900,2019-07-25T09:07:00.920046Z
20,radio_tv,3518,2,0.8437972904568308,1,3518,0-15-1900,2019-08-06T08:04:00.920046Z
19,radio_tv,2339,3,0.6912772680078957,1,2339,0-15-1901,2019-08-22T08:19:00.920046Z
19,radio_tv,2924,3,0.6912772680078957,1,2339,0-15-1901,2019-08-14T13:05:00.920046Z
32,other,10292,6,0.1253387400406471,0,0,0-15-1902,2019-07-26T13:21:00.920046Z
32,other,10292,6,0.1253387400406471,0,0,0-15-1902,2019-08-01T10:58:00.920046Z
26,appliances,1751,2,0.7540974728627401,1,1751,0-15-1903,2019-07-03T14:40:00.920046Z
26,appliances,2189,2,0.7540974728627401,1,1751,0-15-1903,2019-07-19T10:57:00.920046Z
4,car_new,250,2,0.9488532702454965,1,250,0-15-1904,2019-07-12T12:38:00.920046Z
4,car_new,250,2,0.9488532702454965,1,250,0-15-1904,2019-07-30T14:14:00.920046Z
25,education,6493,4,0.6275112954740588,1,5194,0-15-1905,2019-07-16T10:02:00.920046Z
25,education,5194,4,0.6275112954740588,1,5194,0-15-1905,2019-07-21T12:26:00.920046Z
4,furniture,1259,1,0.9742211357368713,1,1259,0-15-1906,2019-07-05T14:44:00.920046Z
4,furniture,1259,1,0.9742211357368713,1,1259,0-15-1906,2019-07-30T10:45:00.920046Z
27,education,6035,4,0.3453317361584067,0,0,0-15-1907,2019-08-27T10:07:00.920046Z
27,education,6035,4,0.3453317361584067,0,0,0-15-1907,2019-07-30T09:06:00.920046Z
9,car_new,313,2,0.9101133905377212,1,250,0-15-1908,2019-08-18T11:31:00.920046Z
9,car_new,250,2,0.9101133905377212,1,250,0-15-1908,2019-07-28T09:19:00.920046Z
13,car_new,2228,2,0.9487578494355526,1,1782,0-15-1909,2019-07-13T12:07:00.920046Z
13,car_new,1782,2,0.9487578494355526,1,1782,0-15-1909,2019-07-12T13:05:00.920046Z
21,car_new,3863,4,0.656307358758113,1,3863,0-15-1910,2019-08-12T10:07:00.920046Z
21,car_new,3863,4,0.656307358758113,1,3863,0-15-1910,2019-07-08T14:51:00.920046Z
9,car_new,2327,3,0.8825982339299108,1,2327,0-15-1911,2019-07-24T13:30:00.920046Z
9,car_new,2327,3,0.8825982339299108,1,2327,0-15-1911,2019-08-08T11:00:00.920046Z
43,repairs,6401,3,0.24539369265653446,0,0,0-15-1912,2019-08-06T08:00:00.920046Z
43,repairs,6401,3,0.24539369265653446,0,0,0-15-1912,2019-07-03T09:47:00.920046Z
23,repairs,4401,3,0.537765683968628,1,4401,0-15-1913,2019-08-27T14:30:00.920046Z
23,repairs,4401,3,0.537765683968628,1,4401,0-15-1913,2019-08-26T12:36:00.920046Z
9,car_new,3340,3,0.8726860338415895,1,2672,0-15-1914,2019-08-15T13:19:00.920046Z
9,car_new,2672,3,0.8726860338415895,1,2672,0-15-1914,2019-07-09T14:58:00.920046Z
15,repairs,2485,3,0.8998459501996569,1,2485,0-15-1915,2019-08-02T10:43:00.920046Z
15,repairs,2485,3,0.8998459501996569,1,2485,0-15-1915,2019-08-11T14:21:00.920046Z
17,car_new,2435,2,0.8706298045311488,1,2435,0-15-1916,2019-07-02T14:36:00.920046Z
17,car_new,3044,2,0.8706298045311488,1,2435,0-15-1916,2019-07-14T12:25:00.920046Z
26,radio_tv,3916,2,0.7042593505916614,1,3916,0-15-1917,2019-08-02T11:05:00.920046Z
26,radio_tv,3916,2,0.7042593505916614,1,3916,0-15-1917,2019-07-26T11:29:00.920046Z
19,retraining,2765,4,0.6756689222076064,1,2212,0-15-1918,2019-07-16T09:46:00.920046Z
19,retraining,2212,4,0.6756689222076064,1,2212,0-15-1918,2019-07-12T10:10:00.920046Z
11,car_used,3402,3,0.8149803270410141,1,3402,0-15-1919,2019-08-04T09:25:00.920046Z
11,car_used,3402,3,0.8149803270410141,1,3402,0-15-1919,2019-07-07T11:53:00.920046Z
9,appliances,250,2,0.8661627076764102,1,250,0-16-1920,2019-07-11T11:16:00.920046Z
9,appliances,313,2,0.8661627076764102,1,250,0-16-1920,2019-08-15T10:03:00.920046Z
17,furniture,3754,3,0.6893636556497987,1,3754,0-16-1921,2019-08-02T11:45:00.920046Z
17,furniture,3754,3,0.6893636556497987,1,3754,0-16-1921,2019-08-05T11:27:00.920046Z
33,vacation,5848,4,0.4590395198999529,0,0,0-16-1922,2019-08-11T08:38:00.920046Z
33,vacation,5848,4,0.4590395198999529,0,0,0-16-1922,2019-08-08T14:19:00.920046Z
29,radio_tv,5566,5,0.17818398567786,0,0,0-16-1923,2019-07-24T10:46:00.920046Z
29,radio_tv,5566,5,0.17818398567786,0,0,0-16-1923,2019-08-26T09:07:00.920046Z
16,furniture,250,2,0.8758703061615842,1,250,0-16-1924,2019-07-22T13:22:00.920046Z
16,furniture,250,2,0.8758703061615842,1,250,0-16-1924,2019-07-30T12:27:00.920046Z
11,furniture,1498,3,0.8068526873308123,1,1198,0-16-1925,2019-08-13T09:31:00.920046Z
11,furniture,1498,3,0.8068526873308123,1,1198,0-16-1925,2019-08-18T10:29:00.920046Z
24,car_used,6296,4,0.3375863529138649,0,0,0-16-1926,2019-07-19T12:51:00.920046Z
24,car_used,6296,4,0.3375863529138649,0,0,0-16-1926,2019-08-13T11:44:00.920046Z
4,car_new,2761,1,0.8833481274424415,1,2761,0-16-1927,2019-08-30T14:24:00.920046Z
4,car_new,2761,1,0.8833481274424415,1,2761,0-16-1927,2019-07-23T09:58:00.920046Z
7,car_new,313,1,0.9832589339292408,1,250,0-16-1928,2019-08-14T08:40:00.920046Z
7,car_new,250,1,0.9832589339292408,1,250,0-16-1928,2019-07-22T12:00:00.920046Z
7,car_used,779,1,0.9736154236015796,1,779,0-16-1929,2019-08-06T11:25:00.920046Z
7,car_used,974,1,0.9736154236015796,1,779,0-16-1929,2019-07-16T10:59:00.920046Z
28,car_new,901,2,0.8146449999576555,1,901,0-16-1930,2019-08-09T08:44:00.920046Z
28,car_new,1126,2,0.8146449999576555,1,901,0-16-1930,2019-08-13T11:52:00.920046Z
33,radio_tv,5025,4,0.5641294475161474,1,5025,0-16-1931,2019-07-20T11:57:00.920046Z
33,radio_tv,5025,4,0.5641294475161474,1,5025,0-16-1931,2019-08-28T14:55:00.920046Z
27,appliances,6905,4,0.5486578369973102,1,6905,0-16-1932,2019-08-09T14:53:00.920046Z
27,appliances,6905,4,0.5486578369973102,1,6905,0-16-1932,2019-07-05T08:00:00.920046Z
13,car_new,1531,2,0.9687343127659324,1,1531,0-16-1933,2019-07-25T13:59:00.920046Z
13,car_new,1531,2,0.9687343127659324,1,1531,0-16-1933,2019-07-26T11:46:00.920046Z
39,repairs,4862,4,0.2747541799180954,0,0,0-16-1934,2019-07-26T08:41:00.920046Z
39,repairs,4862,4,0.2747541799180954,0,0,0-16-1934,2019-07-06T08:25:00.920046Z
27,furniture,9076,5,0.27632503815497506,0,0,0-16-1935,2019-07-16T11:33:00.920046Z
27,furniture,7261,5,0.27632503815497506,0,0,0-16-1935,2019-08-07T08:54:00.920046Z
4,car_new,250,1,0.9800331274776278,1,250,0-16-1936,2019-08-11T12:23:00.920046Z
4,car_new,250,1,0.9800331274776278,1,250,0-16-1936,2019-07-22T14:59:00.920046Z
21,radio_tv,1782,2,0.7645729936227301,1,1782,0-16-1937,2019-08-09T12:06:00.920046Z
21,radio_tv,1782,2,0.7645729936227301,1,1782,0-16-1937,2019-08-03T08:33:00.920046Z
50,repairs,9426,5,0.16545863298361835,0,0,0-16-1938,2019-08-26T11:52:00.920046Z
50,repairs,9426,5,0.16545863298361835,0,0,0-16-1938,2019-07-20T10:29:00.920046Z
10,furniture,4037,3,0.7512974693918426,1,4037,0-16-1939,2019-07-31T09:42:00.920046Z
10,furniture,4037,3,0.7512974693918426,1,4037,0-16-1939,2019-07-26T10:01:00.920046Z
36,furniture,8232,5,0.3507788105885389,0,0,0-16-1940,2019-07-21T14:14:00.920046Z
36,furniture,8232,5,0.3507788105885389,0,0,0-16-1940,2019-08-09T10:13:00.920046Z
22,car_new,1691,2,0.744810094988544,1,1353,0-16-1941,2019-07-19T09:09:00.920046Z
22,car_new,1353,2,0.744810094988544,1,1353,0-16-1941,2019-08-26T14:40:00.920046Z
8,car_new,4721,3,0.7165289961789549,1,3777,0-16-1942,2019-07-13T14:51:00.920046Z
8,car_new,3777,3,0.7165289961789549,1,3777,0-16-1942,2019-07-21T09:33:00.920046Z
27,business,8493,3,0.47378699706907845,0,0,0-16-1943,2019-07-14T09:48:00.920046Z
27,business,6794,3,0.47378699706907845,0,0,0-16-1943,2019-07-31T13:12:00.920046Z
8,car_new,1233,3,0.7598534296791233,1,1233,0-16-1944,2019-07-21T12:37:00.920046Z
8,car_new,1233,3,0.7598534296791233,1,1233,0-16-1944,2019-08-07T10:38:00.920046Z
39,furniture,5712,4,0.305565660898152,0,0,0-16-1945,2019-07-25T13:54:00.920046Z
39,furniture,7140,4,0.305565660898152,0,0,0-16-1945,2019-07-15T13:30:00.920046Z
23,retraining,4710,3,0.673157896088783,1,4710,0-16-1946,2019-08-01T11:57:00.920046Z
23,retraining,4710,3,0.673157896088783,1,4710,0-16-1946,2019-07-08T10:43:00.920046Z
24,car_used,7523,3,0.5871365946880595,1,7523,0-16-1947,2019-07-23T08:23:00.920046Z
24,car_used,9404,3,0.5871365946880595,1,7523,0-16-1947,2019-07-18T12:19:00.920046Z
28,other,5653,4,0.242284408474777,0,0,0-16-1948,2019-07-25T11:31:00.920046Z
28,other,5653,4,0.242284408474777,0,0,0-16-1948,2019-08-08T14:04:00.920046Z
6,car_used,3115,2,0.9285915078969665,1,3115,0-16-1949,2019-08-29T10:09:00.920046Z
6,car_used,3115,2,0.9285915078969665,1,3115,0-16-1949,2019-07-09T12:26:00.920046Z
26,furniture,6497,4,0.6141804723763006,1,6497,0-16-1950,2019-07-23T08:30:00.920046Z
26,furniture,6497,4,0.6141804723763006,1,6497,0-16-1950,2019-07-09T09:15:00.920046Z
23,car_used,1272,3,0.6095727243930624,1,1272,0-16-1951,2019-08-11T08:10:00.920046Z
23,car_used,1272,3,0.6095727243930624,1,1272,0-16-1951,2019-08-04T11:31:00.920046Z
16,vacation,2859,2,0.6919770265868403,1,2859,0-16-1952,2019-08-07T13:10:00.920046Z
16,vacation,2859,2,0.6919770265868403,1,2859,0-16-1952,2019-08-08T08:59:00.920046Z
4,car_used,2644,1,0.9025761480267009,1,2644,0-16-1953,2019-08-04T12:34:00.920046Z
4,car_used,2644,1,0.9025761480267009,1,2644,0-16-1953,2019-07-28T12:42:00.920046Z
33,other,5853,4,0.5670681892052004,1,5853,0-16-1954,2019-08-21T09:51:00.920046Z
33,other,5853,4,0.5670681892052004,1,5853,0-16-1954,2019-08-22T14:38:00.920046Z
26,radio_tv,11440,5,0.0998612855951882,0,0,0-16-1955,2019-08-18T12:02:00.920046Z
26,radio_tv,9152,5,0.0998612855951882,0,0,0-16-1955,2019-07-04T09:29:00.920046Z
4,car_new,250,1,0.9559955118239294,1,250,0-16-1956,2019-07-05T12:23:00.920046Z
4,car_new,250,1,0.9559955118239294,1,250,0-16-1956,2019-07-01T08:47:00.920046Z
31,radio_tv,250,3,0.7193204399722355,1,250,0-16-1957,2019-07-06T10:42:00.920046Z
31,radio_tv,250,3,0.7193204399722355,1,250,0-16-1957,2019-08-09T12:57:00.920046Z
20,repairs,6548,4,0.5350540047513553,1,5238,0-16-1958,2019-07-16T10:52:00.920046Z
20,repairs,5238,4,0.5350540047513553,1,5238,0-16-1958,2019-07-07T11:52:00.920046Z
36,furniture,2224,3,0.6122406161926672,1,2224,0-16-1959,2019-07-09T08:55:00.920046Z
36,furniture,2780,3,0.6122406161926672,1,2224,0-16-1959,2019-07-14T08:04:00.920046Z
32,radio_tv,6965,5,0.2965278998399475,0,0,0-16-1960,2019-08-14T12:27:00.920046Z
32,radio_tv,5572,5,0.2965278998399475,0,0,0-16-1960,2019-08-25T13:34:00.920046Z
23,appliances,3841,4,0.5579774088406805,1,3841,0-16-1961,2019-07-01T09:25:00.920046Z
23,appliances,3841,4,0.5579774088406805,1,3841,0-16-1961,2019-08-06T14:59:00.920046Z
4,education,250,2,0.946714430397372,1,250,0-16-1962,2019-08-05T11:53:00.920046Z
4,education,250,2,0.946714430397372,1,250,0-16-1962,2019-07-30T10:54:00.920046Z
31,business,4694,4,0.6939166084210817,1,4694,0-16-1963,2019-07-08T10:46:00.920046Z
31,business,4694,4,0.6939166084210817,1,4694,0-16-1963,2019-08-01T11:11:00.920046Z
27,furniture,1820,3,0.6905528673254792,1,1820,0-16-1964,2019-08-06T11:56:00.920046Z
27,furniture,1820,3,0.6905528673254792,1,1820,0-16-1964,2019-07-05T10:48:00.920046Z
11,car_new,313,2,0.9832589339292408,1,250,0-16-1965,2019-08-19T08:55:00.920046Z
11,car_new,250,2,0.9832589339292408,1,250,0-16-1965,2019-08-30T08:55:00.920046Z
29,radio_tv,6198,4,0.4435624519648897,0,0,0-16-1966,2019-08-29T10:14:00.920046Z
29,radio_tv,6198,4,0.4435624519648897,0,0,0-16-1966,2019-07-12T11:54:00.920046Z
8,furniture,1006,1,0.9570567702396904,1,1006,0-16-1967,2019-08-11T09:21:00.920046Z
8,furniture,1258,1,0.9570567702396904,1,1006,0-16-1967,2019-07-13T12:34:00.920046Z
27,retraining,8525,4,0.5751178293758027,1,8525,0-16-1968,2019-08-01T12:32:00.920046Z
27,retraining,8525,4,0.5751178293758027,1,8525,0-16-1968,2019-08-31T12:34:00.920046Z
39,radio_tv,5846,5,0.12423061479010662,0,0,0-16-1969,2019-08-27T13:44:00.920046Z
39,radio_tv,5846,5,0.12423061479010662,0,0,0-16-1969,2019-08-08T11:24:00.920046Z
4,car_new,250,1,0.9800331274776278,1,250,0-16-1970,2019-07-11T11:25:00.920046Z
4,car_new,250,1,0.9800331274776278,1,250,0-16-1970,2019-07-09T09:22:00.920046Z
10,car_new,250,1,0.9749541125136906,1,250,0-16-1971,2019-08-31T13:40:00.920046Z
10,car_new,250,1,0.9749541125136906,1,250,0-16-1971,2019-08-02T10:49:00.920046Z
30,repairs,3315,3,0.5820161683055728,1,3315,0-16-1972,2019-08-11T11:04:00.920046Z
30,repairs,3315,3,0.5820161683055728,1,3315,0-16-1972,2019-07-27T10:05:00.920046Z
38,appliances,6284,5,0.2172736522055601,0,0,0-16-1973,2019-08-23T09:54:00.920046Z
38,appliances,6284,5,0.2172736522055601,0,0,0-16-1973,2019-07-24T09:22:00.920046Z
23,furniture,1440,3,0.7373127190101946,1,1440,0-16-1974,2019-07-22T09:20:00.920046Z
23,furniture,1440,3,0.7373127190101946,1,1440,0-16-1974,2019-07-03T11:48:00.920046Z
9,furniture,313,2,0.9481286325643371,1,250,0-16-1975,2019-08-16T14:57:00.920046Z
9,furniture,250,2,0.9481286325643371,1,250,0-16-1975,2019-08-02T12:50:00.920046Z
32,radio_tv,5197,5,0.2824863042191658,0,0,0-16-1976,2019-07-25T09:19:00.920046Z
32,radio_tv,6496,5,0.2824863042191658,0,0,0-16-1976,2019-07-19T11:07:00.920046Z
27,radio_tv,2422,3,0.4389796372858842,0,0,0-16-1977,2019-08-11T10:29:00.920046Z
27,radio_tv,3028,3,0.4389796372858842,0,0,0-16-1977,2019-07-15T12:09:00.920046Z
18,car_used,1768,1,0.8115193365161513,1,1768,0-16-1978,2019-08-09T11:13:00.920046Z
18,car_used,1768,1,0.8115193365161513,1,1768,0-16-1978,2019-08-07T12:23:00.920046Z
7,vacation,554,2,0.9714325409919613,1,554,0-16-1979,2019-07-28T12:35:00.920046Z
7,vacation,554,2,0.9714325409919613,1,554,0-16-1979,2019-07-01T12:44:00.920046Z
20,radio_tv,3137,2,0.8620593682906057,1,3137,0-16-1980,2019-07-22T14:53:00.920046Z
20,radio_tv,3137,2,0.8620593682906057,1,3137,0-16-1980,2019-08-24T12:42:00.920046Z
19,appliances,7093,4,0.608444879532952,1,5674,0-16-1981,2019-07-19T13:17:00.920046Z
19,appliances,5674,4,0.608444879532952,1,5674,0-16-1981,2019-07-10T13:34:00.920046Z
31,furniture,2481,3,0.5835546521566148,1,2481,0-16-1982,2019-07-26T10:08:00.920046Z
31,furniture,2481,3,0.5835546521566148,1,2481,0-16-1982,2019-07-06T14:52:00.920046Z
15,car_new,322,3,0.8205908371317194,1,322,0-16-1983,2019-07-06T13:18:00.920046Z
15,car_new,322,3,0.8205908371317194,1,322,0-16-1983,2019-08-08T11:43:00.920046Z
20,radio_tv,9021,4,0.569943203190082,1,7217,0-16-1984,2019-08-14T11:57:00.920046Z
20,radio_tv,9021,4,0.569943203190082,1,7217,0-16-1984,2019-07-17T12:30:00.920046Z
4,car_used,4453,3,0.8818174393840124,1,3562,0-16-1985,2019-07-18T10:53:00.920046Z
4,car_used,4453,3,0.8818174393840124,1,3562,0-16-1985,2019-07-16T08:00:00.920046Z
39,repairs,9614,5,0.07251613327258331,0,0,0-16-1986,2019-08-15T13:39:00.920046Z
39,repairs,9614,5,0.07251613327258331,0,0,0-16-1986,2019-08-16T10:52:00.920046Z
16,car_used,1559,1,0.930212676493424,1,1247,0-16-1987,2019-07-14T10:17:00.920046Z
16,car_used,1247,1,0.930212676493424,1,1247,0-16-1987,2019-07-28T08:34:00.920046Z
16,furniture,2112,3,0.7872251902113039,1,2112,0-16-1988,2019-08-26T11:54:00.920046Z
16,furniture,2112,3,0.7872251902113039,1,2112,0-16-1988,2019-07-27T14:49:00.920046Z
25,radio_tv,4056,4,0.7408705420654524,1,4056,0-16-1989,2019-07-20T13:55:00.920046Z
25,radio_tv,5070,4,0.7408705420654524,1,4056,0-16-1989,2019-08-15T09:34:00.920046Z
